Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N/m]	Contact Point Offset [m]	Slope [N/m]	Interpolated Height [m]	Ref. Value For Feedback Chan. [N]	Young's Modulus [Pa]	Contact Point [m]	Baseline [N]	ResidualRMS [N]
qi-data-2024.10.02-16.49.20.279-cropped_31.jpk-qi-series	1998	-0.00176955	-0.00206121	-2.17913e-09	-3.71057e-05	9.47548e-06	0.0443313	3.13573e-09	0.00000	6.95825e+06	5.97274e-09	2.85210e-12	2.31608e-11
qi-data-2024.10.02-16.49.20.279-cropped_32.jpk-qi-series	1999	-0.00176950	-0.00206121	-2.48289e-09	-5.40085e-06	9.47026e-06	0.0393765	1.22705e-09	0.00000	4.12795e+06	6.73870e-09	5.20589e-12	2.11275e-11
qi-data-2024.10.02-16.49.20.279-cropped_33.jpk-qi-series	2000	-0.00176945	-0.00206121	-2.01406e-09	-5.36962e-05	9.46037e-06	0.0322804	-2.85033e-09	0.00000	3.55613e+06	2.09913e-09	2.57400e-12	2.53175e-11
qi-data-2024.10.02-16.49.20.279-cropped_34.jpk-qi-series	2001	-0.00176941	-0.00206121	-2.31787e-09	-2.25185e-05	9.43667e-06	0.0326298	2.08171e-09	0.00000	1.82968e+06	1.28481e-08	3.51894e-12	3.16563e-11
qi-data-2024.10.02-16.49.20.279-cropped_36.jpk-qi-series	2003	-0.00176931	-0.00206121	-3.11826e-09	6.08709e-05	9.36100e-06	0.0314714	-1.72907e-09	0.00000	2.12119e+06	7.22590e-09	8.32300e-12	2.24599e-11
qi-data-2024.10.02-16.49.20.279-cropped_38.jpk-qi-series	2005	-0.00176922	-0.00206121	-1.68960e-09	-8.86292e-05	9.25237e-06	0.0336245	1.20414e-09	0.00000	7.12946e+06	2.95199e-09	-8.43281e-12	2.37173e-11
qi-data-2024.10.02-16.49.20.279-cropped_40.jpk-qi-series	2051	-0.00177006	-0.00206117	4.74914e-10	-0.000317407	9.32611e-06	0.0301796	-2.97030e-10	0.00000	3.69609e+06	5.28287e-09	-2.14186e-11	2.70253e-11
qi-data-2024.10.02-16.49.20.279-cropped_42.jpk-qi-series	2053	-0.00176997	-0.00206117	-1.56461e-09	-0.000101892	9.40409e-06	0.0420454	2.28640e-09	0.00000	6.24699e+06	5.75558e-09	-5.27884e-12	2.57652e-11
qi-data-2024.10.02-16.49.20.279-cropped_43.jpk-qi-series	2054	-0.00176992	-0.00206117	-1.71904e-09	-8.57341e-05	9.41447e-06	0.0460433	7.97132e-10	0.00000	5.88780e+06	5.52637e-09	-3.02564e-12	2.48091e-11
qi-data-2024.10.02-16.49.20.279-cropped_44.jpk-qi-series	2055	-0.00176988	-0.00206117	-2.10061e-09	-4.63684e-05	9.41000e-06	0.0689327	-2.26951e-09	0.00000	9.30105e+06	2.21128e-09	7.29147e-13	2.37930e-11
qi-data-2024.10.02-16.49.20.279-cropped_45.jpk-qi-series	2056	-0.00176983	-0.00206117	-2.51323e-09	-3.67957e-06	9.41287e-06	0.0706560	-9.92651e-10	0.00000	1.07774e+07	2.73983e-09	1.00638e-11	2.29853e-11
qi-data-2024.10.02-16.49.20.279-cropped_47.jpk-qi-series	2058	-0.00176973	-0.00206117	-2.06642e-09	-4.95964e-05	9.43430e-06	0.0330654	5.21136e-09	0.00000	4.36555e+06	7.56921e-09	-9.70439e-13	2.60965e-11
qi-data-2024.10.02-16.49.20.279-cropped_48.jpk-qi-series	2059	-0.00176969	-0.00206117	-2.76557e-09	2.22075e-05	9.44113e-06	0.0719827	-6.15864e-10	0.00000	9.76742e+06	3.65199e-09	1.19440e-11	2.50327e-11
qi-data-2024.10.02-16.49.20.279-cropped_49.jpk-qi-series	2060	-0.00176964	-0.00206117	-2.23059e-09	-3.28095e-05	9.44565e-06	0.0793952	-7.26192e-09	0.00000	3.63579e+06	3.24905e-09	2.72202e-12	2.09634e-11
qi-data-2024.10.02-16.49.20.279-cropped_50.jpk-qi-series	2061	-0.00176959	-0.00206117	-2.51008e-09	-3.89612e-06	9.45560e-06	0.0451900	-6.74219e-10	0.00000	4.09704e+06	6.54473e-09	3.70033e-12	2.11228e-11
qi-data-2024.10.02-16.49.20.279-cropped_53.jpk-qi-series	2064	-0.00176945	-0.00206117	-2.18979e-09	-3.70491e-05	9.43346e-06	0.0823996	-9.33528e-11	0.00000	1.08499e+07	4.25188e-09	2.20792e-12	2.67102e-11
